169230,0.181244,0,32
169230,0.015418,0,151
169230,0.00949,0,184
169230,0.010485,0,187
169230,0.012877,0,249
169230,0.020018,0,386
169230,0.010485,0,604
169230,0.011472,0,401
169230,0.011224,0,509
169230,0.012292,0,687
169230,0.014115,0,586
169230,0.01052,0,624
169230,0.014199,0,700
169230,0.012506,0,760
169230,0.012821,0,668
169230,0.011689,0,845
169230,0.013071,0,816
169230,0.015586,0,1199
169230,0.014224,0,1041
169230,0.014618,0,985
169230,0.014204,0,1193
169230,0.01477,0,1328
169230,0.015245,0,1110
169230,0.020212,0,1273
169230,0.01779,0,1062
169230,0.018209,0,1162
169230,0.017948,0,1214
169230,0.018538,0,1334
169230,0.018496,0,1669
169230,0.02077,0,1585
169230,0.019732,0,1802
169230,0.021414,0,1691
169230,0.024504,0,1824
169230,0.022666,0,1749
169230,0.025244,0,1870
169230,0.025295,0,2004
169230,0.024471,0,1717
169230,0.025064,0,2224
169230,0.025607,0,1817
169230,0.029663,0,2048
169230,0.025467,0,2168
169230,0.027036,0,2223
169230,0.027904,0,2098
169230,0.028058,0,2207
169230,0.034444,0,2342
169230,0.036948,0,2220
169230,0.03862,0,2367
169230,0.036311,0,2539
169230,0.037497,0,2853
169230,0.038109,0,2581
169230,0.036318,0,2605
169230,0.036259,0,2742
169230,0.040384,0,2959
169230,0.035949,0,2513
169230,0.043698,0,2971
169230,0.033973,0,2541
169230,0.034961,0,2742
169230,0.035799,0,2707
169230,0.036019,0,2914
169230,0.037467,0,2896
169230,0.043842,0,3432
169230,0.046192,0,2861
169230,0.04691,0,3285
169230,0.048734,0,3059
169230,0.045033,0,3102
169230,0.04685,0,3191
169230,0.042578,0,3071
169230,0.040953,0,3299
169230,0.04221,0,3499
169230,0.042654,0,3744
169230,0.042927,0,3868
169230,0.043139,0,3861
169230,0.045201,0,3362
169230,0.044796,0,4166
169230,0.23664,0,3239
169230,0.047821,0,4295
169230,0.038786,0,4155
169230,0.253545,0,4187
169230,0.036739,0,3992
169230,0.037221,0,3934
169230,0.036984,0,4326
169230,0.031204,0,4324
169230,0.031122,0,4034
169230,0.032238,0,4097
169230,0.031744,0,4619
169230,0.02974,0,4029
169230,0.031632,0,4981
169230,0.037836,0,4396
169230,0.032424,0,4764
169230,0.034177,0,4421
169230,0.033639,0,4266
169230,0.037381,0,5207
169230,0.243177,0,4699
169230,0.03526,0,4943
169230,0.041215,0,4530
169230,0.031637,0,4936
169230,0.031906,0,5022
169230,0.029036,0,4794
169230,0.031585,0,5018
169230,0.032038,0,4959
169230,0.031456,0,4817
169230,0.033191,0,5358
169230,0.031551,0,5130
169230,0.034052,0,5242
169230,0.033611,0,5080
169230,0.033595,0,5468
169230,0.034076,0,5878
169230,0.036899,0,5515
169230,0.035198,0,5435
169230,0.032759,0,5409
169230,0.033511,0,5354
169230,0.036671,0,5627
169230,0.036092,0,4891
169230,0.035802,0,5803
169230,0.037555,0,5893
169230,0.037209,0,5731
169230,0.03873,0,6095
169230,0.037842,0,5735
169230,0.038889,0,6089
169230,0.039533,0,5900
169230,0.039556,0,6188
169230,0.040831,0,6000
169230,0.040119,0,6574
169230,0.040447,0,7029
169230,0.043712,0,6251
169230,0.041193,0,6407
169230,0.043204,0,6190
169230,0.056084,0,6855
169230,0.05804,0,6122
169230,0.060466,0,6191
169230,0.061407,0,6387
169230,0.041608,0,6390
169230,0.042348,0,6994
169230,0.043549,0,6645
169230,0.060823,0,7102
169230,0.061996,0,6999
169230,0.059179,0,7067
169230,0.044771,0,7045
169230,0.045443,0,7362
169230,0.04529,0,7137
169230,0.04405,0,6838
169230,0.046556,0,6971
169230,0.063851,0,7414
169230,0.046115,0,6905
169230,0.046395,0,6902
169230,0.047265,0,7602
169230,0.04734,0,7036
169230,0.048026,0,7021
169230,0.047824,0,7543
169230,0.048615,0,7822
169230,0.048373,0,7231
169230,0.048605,0,7290
169230,0.048774,0,7720
169230,0.048347,0,7366
169230,0.050186,0,7535
169230,0.050928,0,8048
169230,0.051588,0,7814
169230,0.051868,0,7958
169230,0.052768,0,7436
